session,method,gender,emotion,n_annotators,agreement,path,audio_path,utterance_id,oracle_transcript
3,script,F,hap,3,2,Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F012.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F012.wav,Ses03F_script01_3_F012,"from her opinion, why else would I come here?"
3,script,M,hap,3,2,Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M040.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M040.wav,Ses03M_script02_1_M040,They just start swimming to this place right here where we stand for massive celebration of sex and death.
2,impro,F,neu,3,2,Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M017.wav,Ses02F_impro03_M017,Spring's nice though.
1,script,M,hap,3,2,Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M042.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M042.wav,Ses01M_script02_1_M042,They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...
4,script,M,ang,3,2,Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M010.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M010.wav,Ses04M_script03_2_M010,You let him kiss you.  You said you did.
4,impro,M,ang,3,2,Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M014.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M014.wav,Ses04M_impro05_M014,"No, no, because, look, I don't care what your policy says.  I mean--"
2,script,F,fru,3,2,Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F033.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F033.wav,Ses02F_script01_1_F033,"I mean, what's gonna happen to your father?  Do you know?  I don't."
4,impro,F,hap,3,2,Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F050.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F050.wav,Ses04F_impro03_F050,You could make her that excited.  You really like her.  You guys have been together for a really long time now.
3,impro,M,hap,4,2,Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M013.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M013.wav,Ses03M_impro03_M013,Come on. It was her birthday.
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F016.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F016.wav,Ses01F_script01_3_F016,You started to write me.
4,script,F,neu,3,2,Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M017.wav,Ses04F_script03_1_M017,Well who knows?
4,impro,M,sad,3,3,Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M012.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M012.wav,Ses04M_impro06_M012,"I mean, it's just not fair.  Like, I don't know.  Why people -"
4,impro,F,fru,3,3,Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_F019.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_F019.wav,Ses04F_impro02_F019,I know I'm leaving you here with all the responsibility but at least you get to be with her.
2,script,M,neu,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F020.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F020.wav,Ses02M_script02_1_F020,That's the wind.
1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M019.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M019.wav,Ses01F_script01_1_M019,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things."
1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M028.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M028.wav,Ses01M_script03_2_M028,I am not in the least bit drunk.
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,Ses01F_impro04_M018,"I know.  Okay.  Well, um. Maybe--"
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M006.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M006.wav,Ses01F_script02_2_M006,"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?"
4,script,M,fru,3,2,Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M032.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M032.wav,Ses04M_script02_2_M032,"Yes, it is."
1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M005.wav,Ses01F_impro05_M005,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.
3,script,F,ang,3,2,Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F035.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F035.wav,Ses03F_script02_2_F035,"No, it's not. It's standing on the beach waiting and fighting."
1,impro,F,hap,4,3,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.wav,Ses01F_impro03_F016,"He likes to keep tabs, you know."
1,impro,M,hap,4,3,Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M024.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M024.wav,Ses01M_impro07_M024,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?
1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F029.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F029.wav,Ses01F_impro05_F029,I don't think you have done everything you could do because I don't have my bag here yet.
2,impro,F,hap,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M028.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M028.wav,Ses02F_impro07_M028,"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome."
1,impro,M,fru,4,2,Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M006.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M006.wav,Ses01M_impro02_M006,"I guess they can do it,"
3,impro,F,neu,4,3,Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F006.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F006.wav,Ses03F_impro08_F006,"You're going to have to just be patient with us, sir, as we"
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F005.wav,Ses01M_impro05_F005,I've been college educated.
2,impro,M,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M019.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M019.wav,Ses02M_impro05_M019,"so if it's back there or something, if there is something you can do"
4,script,F,hap,3,2,Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F030.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F030.wav,Ses04F_script03_1_F030,And very much sillier.
3,impro,M,fru,4,2,Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F030.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F030.wav,Ses03M_impro08a_F030,A law firm.  Thank you very much.
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F002.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F002.wav,Ses01F_impro04_F002,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board."
3,impro,M,ang,4,2,Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_M004.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_M004.wav,Ses03M_impro01_M004,What are you talking about?  It says fill out that part.
2,script,M,neu,3,2,Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M010.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M010.wav,Ses02M_script03_2_M010,I have a little I think.
1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M019.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M019.wav,Ses01M_script02_2_M019,"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine."
4,impro,M,hap,3,3,Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F014.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F014.wav,Ses04M_impro07_F014,"That's great.  I mean, I'm really glad you're not going to go anywhere.  You'll still be here."
4,impro,F,fru,3,2,Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M024.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M024.wav,Ses04F_impro05_M024,"Ma'am, I own Northwest Airlines."
4,impro,M,fru,3,3,Session4/sentences/wav/Ses04M_impro01/Ses04M_impro01_F015.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro01/Ses04M_impro01_F015.wav,Ses04M_impro01_F015,I can't do that. It's against our rules. You can go get in that line over there or you can just go ahead and leave and come back another day.  Maybe there will be a shorter line.
3,impro,F,ang,4,3,Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F017.wav,Ses03F_impro05_F017,"Well, get- I want the C.E.O. then."
4,impro,M,sad,3,3,Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M017.wav,Ses04M_impro06_M017,Yeah.
2,impro,M,sad,3,3,Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M006.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M006.wav,Ses02M_impro06_M006,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go"
1,impro,M,neu,4,2,Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F010.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F010.wav,Ses01M_impro06_F010,Oh. Really fast? Oh.
4,script,M,fru,3,2,Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M033.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M033.wav,Ses04M_script01_1_M033,I've given it three years' of thought.  I'd hope that if
2,impro,M,hap,4,2,Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F011.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F011.wav,Ses02M_impro03_F011,"Oh, You did not."
2,script,M,hap,3,2,Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_M008.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_M008.wav,Ses02M_script03_1_M008,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?"
2,impro,M,hap,4,3,Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F023.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F023.wav,Ses02M_impro03_F023,"Oh my Gosh. I cannot believe you're getting married, that is so cool."
4,script,F,sad,3,2,Session4/sentences/wav/Ses04F_script01_3/Ses04F_script01_3_M044.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_3/Ses04F_script01_3_M044.wav,Ses04F_script01_3_M044,Otherwise what you have is really just loot and there's blood on it.  I didn't want to take any of it.
1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M040.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M040.wav,Ses01M_script03_2_M040,"You...You're an evil minded, self-centered little wench and I never want to see you again."
2,script,F,hap,3,3,Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F021.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F021.wav,Ses02F_script03_1_F021,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you."
1,impro,F,sad,4,4,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F017.wav,Ses01F_impro02_F017,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street."
3,impro,M,hap,4,3,Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M023.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M023.wav,Ses03M_impro07_M023,Some miso soup.  You can get whatever.  You can get a vat full of miso soup.  God.
1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F025.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F025.wav,Ses01F_script02_2_F025,"No, no. Nothing."
2,impro,F,neu,3,3,Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M013.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M013.wav,Ses02F_impro06_M013,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--"
3,impro,F,sad,4,4,Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F042.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F042.wav,Ses03F_impro02_F042,"I'm sorry, babe."
1,impro,F,sad,4,3,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F001.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F001.wav,Ses01F_impro02_F001,Yeah.  I know.
4,impro,M,ang,3,2,Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M017.wav,Ses04M_impro05_M017,No.  No.  No.  What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.
3,impro,M,fru,4,4,Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M022.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M022.wav,Ses03M_impro04_M022,I'm freaking----typing sixty words a minute.
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_M002.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_M002.wav,Ses02M_script01_2_M002,"What do you mean? He lived next door to the girl all his life, why wouldn't he want to see her again?"
1,script,F,ang,3,2,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F035.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F035.wav,Ses01F_script03_2_F035,"You are far too temperamental, try to control yourself."
4,script,F,ang,3,2,Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F014.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F014.wav,Ses04F_script02_2_F014,and the fish won't show up.
